score,text,Topics
1,   wtf  isko  compared   ,Political stance
2,   tell  even  toni  doesnt  believe  lol  good  interview  know  he  brain  empty  worst   ,Election
1,   olol ,Political stance
1,   olol  lang  ayaw  pagbabago  lol ,Political stance
1,   experience  tko  real  next  year  election  boxing  training  experience  match  leni  law  degree  many  year  public  service  including  last  5  vp   ,Government Policies
1,   anim  taon  naman  pahirap   ,Political stance
1,   jas  nga  nagulat  handa  raw  sya  mkipg  debate  kay  bbm  sakali  mangyari  ulit  yan  muna  pakyaw  mag  debate  ma  bagay  nahaluan  kce  braincells  nya  pgka  dilaw  nlg  bagay  kompetensya ,Political stance
1,   utak  mo  baguhin  mo  pwee ,Political stance
1,   hope  see  automatic  switching  allegiance  even  endorses  isko  follower  wont  necessarily  follow  hope  see  moral  choice  run  letlenilead ,President
1,   neverforget  neveragaintolp  neveragaindilawan  madumb  want  revised  history  book  thats  aquinos  favor  covering  marcoses  achievement  who  real  modern  dictator   ,Election
1, tatakbo  si  harangin  si  patotot  dumbest  selfish  reason  heard  become  president  pls  leni  dont   ,Election
1,   nakalimutan  ata  leni  lng  ung  gap  vote  nyo  marcos  well  namn  ibinoto  vp ,Election
1,   tunay  kwento   ,Political stance
1,   di  bale  least  nakaraos  makakaganti  rin  next  election  hehe   ,Government Policies
1,   nga  ba  nagdeklara  martial  law  alam  mo  nga  ba  oh  nakikialam  lang  akala  mo  alam  mo  ilabas  katotohanan  interview  victor  corpuz  utak  cpp  npa  1  2  3  4   ,Government Policies
2,   diktador  si  marcos  napagbayaran  nang  husto  krimen  katunayan  patuloy  pagpapakasasa  angkan  kayamanang  ninakaw  vp  neveragain  neveragaintomartiallaw  neverforget  marcosnotahero ,Filipino Political News
1,   djchacha  lolo  mo  sour  gripping  napaalis  nyo  ba  c  prrd  kayo  ata  dilwan  paranoid  mo  kulelat  rin  lol ,Election
1,   bang  expect  dyan  kay  leni  lang  yang  lata  laman  puro  ingay  lang  alam   ,Political stance
1,   magno0524  need  popcorn ,Election
1,   tama  po  mawawalan  ganang  bumuto  rin  lang  si  vp  iboboto  president   ,Election
1,   need  proper  education  parang  ata  pinanganak  bright   ,Election
2,   baka  lay  lenilugaw  passed  away   ,Election
1,   tito  kawawa  mahal  pilipinas   ,Political stance
1, madumb  fvp  running  president  bbm  run  one  one  purpose  running  intention  country  filipino  nothing  fvp  intention  prevent  another  marcos  highest  post  wtf  looser  fvp   ,Government Policies
1, drive  stop  duterte  return  marcoses  think  better  say  serve  filipino  people  right  vp  leni  enirobredo ,Political stance
1,   filipino  people  also  family  think  future  child  young  people  recognize  great  sacrifice  asking  isnt  filipino  people  worth  sacrificing   ,Political stance
1,   parehong  tumakbo  si  pagka  pangulo  good  luck  lang  umaasang  mawala  poder  si  dutertepalpak  makabalik  poder  si  mandarambongbongmarcos   ,Political stance
1, consider  would  best  country  decision  tough  bar  none  opposition  candidate  dapatsileni ,Election
2,   someone  said  align  narrative  becomes  fake  news  si  pnoy  mo  tinuligsa  saf  44  yolanda  fund  gold  shipment  thailand  cbp  yan  wala  kang  pansin  bias  mag  unite  pinoy  gawa  mo   ,Political stance
2,   pfem  declared  martial  law  country  control  communism  grateful  pfem  declared  martial  law  dont  characteristic  leader  dont  good  plan  country  fake  news   ,President
2,   madam  vp  robredo  respected  person  twisted  history  pefm  time  yes  court  record  declared  case  filed  guilty  personal  martial  law  good  country  madam  pfem  declared  martial  law  country ,Election
1,   presidential  candidate  former  duterte  ally  amp  enablers  branding  opposition  suddenly  attacking  admin  stop  hypocrisy  legit  opposition  amp   ,Election
2,   magno0524  30  year  sige  nga  mag  compute  kayong  dd  panay  lang  kayo  copy  paste  di  man  lang  nag  iisip  6  yr  cory  6  yr  pnoy  30  gaano  kayo  katanga   ,Political stance
1,   isko  parin  way  qualified  among  presidentiable  maraming  foreign  dignitary  support  visited  even  ayala  family  willing  invest  50b  peso  governance  yorme   ,Election
1, vice  president  leni  robredo  said  prepared  chosen  opposition  unity  candidate  upcoming  eleksyon  2022  theasianaffairs  philippine  vicepresident  lenirobredo  politics  election   ,Election
1,   hear  madam  maxado  kang  diktador  nyeta   ,Election
1,   love  pimentel  comedy  bar  labasan  presidential  debate  patangahan  sagot   ,Political stance
1, pacquiao  never  liken  political  arena  boxing  ring  even  w  experience  gut  amp  training  even  lost  last  bout  boxing  ring  given  popularity  money  amp  fame  still  believe  outbox  frm  presidency ,Filipino Political News
2, presidential  debate  like  watching  flick  dumbanddumber  runsararun  saraduterte2022  bbm2022   ,President
1,   get  mo  madali  lang  yo  magsatsat  kasi  wala  tamang  pag  iisip  hahaha   ,Political stance
1,   magno0524  suggest  pay  per  view  baka  pumayag   ,Filipino Political News
1,   agueee  alert  today  anxiety  level  kiz  shudi  mareach ,Filipino Political News
2,   lugaw  tokwat  baboy ,Political stance
1, underestimate  vp  number  misled  rigged  survey  timely  reminder  despite  bicolano  voter  divided  among  chiz  trillanes  got  14  4  vote  2016  looking  ovp  performance  pandemic  alone  people   ,Filipino Political News
1, ibibigay  boto  di  lang  naman  mapupunta  kay  vp  leni  alam  lang  maibibigay  buong  puso  tiwala  suporta  tapat  totoong  malasakit  pilipino  dapatsileni  letlenilead  lenirobredo2022 ,Political stance
1, kawawa  daw  si  vp  ma  daw  view  si  bbm  tony  talk  nman  ma  kawawa  si  bbm  di  nanalo   ,Political stance
1,   em  mananalo  si  duterte  vp  si  go  pres  go  resign  duterte  president  di  ba  nakakatakot  yan  pigilan  natin  ganitong  scenario  back  zero  tiyak  doble  30k  papatayin  duterte  baka  nga  di  makapagsalita   ,Political stance
1,   master  gian  shushunga  nga  e  kababagal  gumalaw  e  watak  watak  nga  administrasyon   ,Political stance
1,   magno0524  eh  di  natuto  pag  isipan  yung  rating  mo  higit  5  taon   ,Political stance
1, vp  lenis  saying  shell  gun  presidency  chosen  candidate  united  opposition  eh  kailan  nga  ba  kayo  magdedesisyon  opposition  pinakawalan  natin  si  vp  wala  finish   ,Election
1,   please  look  word  condescending  dictionary  nasa  taas  ganuon  condescension  insecurity  self  defense   ,President
1,   hinayaan  natin  maulit  natuto  kasaysayan  vp   ,Political stance
1,   ba  magmessage  tried  asking  covid  care  kit  kasi  last  month  praning  sunod  sunod  infection  paligid  dami  pang  namatay  lage  nagkakasakit  inubo  halo  malapnos  lalamunan  kaka  inom  pinaglagaan  luya  reply   ,Government Policies
1,   please  run  presidency  give  hope  ailing  nation  damaged  duterte  cant  afford  another  incompetent  prez  another  6  yr  kayo  po  nagsabi   ,Government Policies
1,   sus  nanakot  p  un  insik  n  eto  takot  cla  mabubutingting  n  anomalya  sabwatan  naku  dpt  ma  lalo  natin  gawin  ibotong  presidenti  si  eleksyon  2022  pra  palitan  etong  bulok  n  admin ,Political stance
1,   yan  nga  po  yung  sinabi  hehe  11  month  ago  po  yan  yung  thread  nga  po  talk  implementing  limited  class  university  college  im  saying  something  naman  previous  implementation  said  yung  current  policy  ched ,Political stance
1, makiisa  magkaisa  ipakita  natin  kay  dinig  natin  mensahe  letter  video  nagsasabi  leni  kasama  mo  pagtugon  hamon  let  leni  know  anuman  pasya  tuloy  suporta  kasamanileni  unitedfor2022   ,Election
1,   sya  tumakbo  baka  tumakbo  si  sentri   ,Political stance
1,   ngaw  ngaw  queen   ,Political stance
1,   im  planning  come  home  february  2022  campaign  vpleni  pag  di  sya  tatakbo  di  uuwi  tatahimik ,Government Policies
1,   opposition  hulabaloo  tearing  rank  apart  highest  incumbent  leader  group  wtf  guy  torn   ,Election
1,   magno0524  hala  buhay  nmn  cya  lugaw  nyo  wala  utak  bobo  grabe ,Political stance
1,   isko  vp  isko  opposition   ,Election
1,   si  leni  lugaw ,Political stance
1, hala  nagreklamo  si  baba  overused  daw  interview  mo  mahal  daw  tf  baba  hahaha  witty  tao  nakakaaliw  presidential  debate   ,President
1,   pls  mong  idamay  taong  bayan  kayo  lang  kay  leni  kumander  isko  moreno  iilan  lang  naman  kayo  dilawan  tandem  yan   ,Political stance
1,   yes  president  ok  lang  senyo  trapong  isko  moreno  eta  rosales  biktima  marcos  regime  open  endorso  maka  marcos  trapo  duterte  enabler  asan  consistency  wapakels1smbayan ,Political stance
1,   bobo   ,Political stance
1,   much   ,Political stance
1,   daddy  much   ,Political stance
1,   bashed  thousand  netizens  interview  lang  toni  alam  n  alam  mo  capable  true  leader  lol  dilawan  since  1986  poor  ph  leni  pls  bring  ur  follower  fb  youtube  manny  pacquiao  kimm  chiu   ,Election
1,   yes  di  nmn  namatay  asawa  nyan  tumakbo  yan  tiyak  di  yan  mnanalo  pinas  namatay  asawa  binobutuhan  ung  asawa  hahaha ,Political stance
1, mali  madumb  filipino  allow  another  lp  cohort  reign  marcos  napatunayan  nakkinabang  kyo  much  politics  ngaw  ngaw  saw  saw  sawa  tao  kya  nga  nung  2019  nagparamdam  kmi   ,President
1,   ceniza  kapal  mukha  kya  di  magtagumpay  gamit  gamit  kay  marcos  pati  martial  law  huy  patahimikin  mo  matagal  nang  namayapa  miserable  mo  nman  pathetic   ,Political stance
2,   cheap  cheap  nagmumura  cheat  bawal  bata  lord  nag  si  simba  naman   ,Political stance
1,   nagka  history  pagka  panalo  mo  nandaya  dinaya  mo  si  bbm  nung  2016  historical  yun ,Election
1, leni  dictate  filipino  vote  2022  election  political  opinion  irrelevant  youve  got  credibility  majority  u  voter   ,Election
1, yes  please  vp  dami  n  clown  n  gus2  president  dont  need  another  clown  need  true  leader   ,Election
1,   true  tigas  kasi  ulo  wag  maki  unite  sinabhan  parang  mema  si  leni  interview  nya  kay  karen  davila  nung  iniinterview  sya  dolomite ,Political stance
1,   hala  merong  asymptomatic  dyan  enclose  naman  yung  venue  u  allow   ,Political stance
1, facebook  instagram  tiktok  tube  bbm  far  follower  number  dont  lie  real  vp  marcosduterte2022 ,Election
2,   takot  takot  kay  marcos  pinipilit  mong  siraan  subukan  mo  tumakbo  ngayun  tingnan  lang  natin  lung  mananalo  nakadaya  lang  salot  kang  fake  vp  bobo  pede  pangulo   ,Political stance
1,   puro  fake  news  nga  lumalabas  medium  dyaryo  radyo  televesions  pakana  nang  aquino  palabasin  masama  marcos  niyo  maloloko  kasaysayang  pilit  niyo  binabaloktot  marcos  maunlad  bansa  natin   ,Filipino Political News
1,   magno0524  youll  know  reading  script  tambak  favorite  filler   ,Election
1,   besides  naman  talaga  nanalo  noong  2016  talagang  dinaya  niyo  eleksyon  maliit  lang  kalamangan  prrd  kay  mar  malamang  nadaya  niyo  rin  eh  kaso  masyadong  malaki  baka  mahalata  kay  bbm  kayo  bumawi   ,Political stance
1,   kayong  dilawan  lang  naglagay  history  inyo  lang  umaayon  kabilang  dako  part  marcoses  ayaw  niyong  publish  nagawa  dating  pangulong  marcos  nag  deklara  martial  law  tinatago  niyo  katotohanan   ,Election
1,   yes  based  im  seeing  contact  availed  vps  help  great  experience  im  sure  alagang  alaga  kayo  ovp   ,Government Policies
2,   cannot  force  u  choose  want  leader  gave  chance  fvr  cory  noynoy  nothing  happened  bec  worst  duterte  ive  option  want  leader  like  bbm  period   ,Election
2, lipad  boba  lipad  iahon  mong  nakalibing  sariling  hukay  mong  libingan   ,Political stance
1,   magno0524  truth   ,Election
1,   mam  parang  awa  nyo  po  iligtas  nyo  bansang  pilipinas  tumakbo  po  kayo  president  2022   ,Political stance
1,   mam  leni  talunin  nyo  po  si  sara  duterte  wala  po  syang  kwenta  sana  matalo  po  duterte   ,Political stance
1,   nag  recount  nandaya  mama  leni  mo  yun  lang  yun  kapal  kasi  mukha  mama  leni  mo  yuck  bobo  naman  yuck   ,Political stance
2,   kasing  bobo  mo  isip  isip  naman  dyan ,Political stance
1,   magno0524  30  year  inuto  cory  buong  dilawan   ,Political stance
1,   pano  si  isko  moreno  running  mate  mo  inoboto  diyan  magkakasira  sira  pag  meeon  saliwa  magisip  sana  ganon  nung  2016  ganyan  tognan  mo  nangyari  nanalo  yung  manalo   ,Political stance
1,   provide  proper  mask  driver  partner  madalas  naka  bandana  lang  mukha  andaming  nakakasalumuha  driver  partner  niyo  iatf   ,Political stance
1,   em  tingin  wala  inodoro  pilipinas  lagay  natu   ,Political stance
1,   hoi  babae  pabayaan  mong  mamili  pilipino  nun  mulat  katotohanan  di  sawa  ninyo  get  mo   ,Political stance
1,   waste  time  maneh  parang  ganito  lang  yan  kay  lenilugaw   ,Election
1,   hahaha  asa  manalo  c  lugaw   ,Political stance
2,   notomarcos  neveragain ,Filipino Political News
1,   world  lost  another  good  soul  heaven  gained  another  angel  love  terribly  missed  sec  dinky  said   ,Election
2,   bobo  enirobredo ,Political stance
1,   hopefully  mag  giveway  si  mayor  mag  vp  muna  kay  vp  matulad  kay  sen  mar  grace  poe  nung  2016  napunta  lang  wala   ,Political stance
1,   beware  force  seek  divide  banking  plurality  case  cant  pull  overwhelming  majority  dont  feed  animosity  vanity  pride  well  always  underestimated  strategist  chess  player  get  politics   ,President
1,   gunggong  nadin  si  yorme  except  kay  bbm2021  inday  sara   ,President
1, story  like  spread  malaman  sambayanan  kagandahang  loob  vp  kwalipikado  karapat  pangulo  nag  dadalawang  isip  nararapat  kumandidato  oposisyon   ,Government Policies
1,   yack ,Political stance
1,   di  vice  lang  naman  mama  mo  eh  importante   ,Political stance
1,   ipatwag  mo  si  gaydarian  madumb  pekpek  news  pinagsasabi   ,Filipino Political News
1,   ngek  sumbong  comelec   ,Political stance
1,   mo  malanan  napagawa  fem  baka  mapahiya  madam  nagagamit  di  ba  nmn  gagooo  si  cory  aquino  yung  npa  leader  dahilan  kaguluhan  bansa  friend  asawa  pinalaya   ,Election
1,   sorry  dont  easily  forget  notoenablers  notodutertes  notomarcoses ,President
1,   cant  even  get  view  video  let  alone  people  vote  gotta  kidding   ,Election
1, vp  hinted  possible  running  presidency  dd  troll  haha  react  post  comment  supporting  nothing  part  negativity  babbling  squad  haaaayyyyyy  kawawa  naman  maibuga ,Government Policies
1,   robredo  moreno  tandem  confirmed  ba  yan  feel  sad  dont  like  moreno   ,Political stance
1, manila  mayor  ibinunyag  nakausap  sina  sen  kaugnay  eleksyon  2022  via   ,Political stance
1,   buti  yung  spelling  napansin  mo  yung  kapalpakan  gobyerno  ayy  bulag  pla  nangyayari  paligid  mo   ,Political stance
1,   pity  really  cant  even  unite  opposition  doesnt  command  chel  diokno  samira  gutoc  even  running  independently   ,Election
1, sana  iconfirm  muna  missmaam  tatakbo  baon  nalang  q  lupa ,Political stance
1,   sorry  im  dumb  alter  account  im  falling  cheap  insunuations   ,Political stance
1,   pagpasok  mo  pinto  madumb  bobo  kapa  rin   ,Political stance
1,   2022ph  lugawleni ,Political stance
1,   heist  hanap  kampi  gaga  hahaha  help  help  dyan  go  vote  wala  kang  follower  eh  bobo  like  idol  madumb  hahahahaha  naku  mirriam  defensor  santiago  bumangon  puksain  alma  coin  leni   ,Election
1,   agree  troll  wla  akong  binanggit  troll  sabe  mo  eh  di  nakikipag  away  im  stating  fact  mukang  allergy  fact   ,Government Policies
2, ok  lang  alam  wag  mo  ipahalata  ung  wala  ngang  alam  plus  obvious  tatak   ,Political stance
1, thanks  philippine  medium  non  stop  pr  job  favoring  lenirobredo  suffers  teacherspetsyndrome  blame  troll  mistake  p  made  already  unfavorable  official  loathed  one  good  job   ,Government Policies
1,   yan  malaking  problema  yung  salitang  sana  di  yan  mangyayari  kasi  kumakandidato  pansariling  interes  kunyari  lang  bayan  maituwid  pamahalan  agree  si  lang  wastong  hangaring  maglingkod   ,President
1,   tlga  pag  babad  kay  mocha  banat  tp  dear  search  mo  definition  leadership  meron  ba  idol  mo  nyan   ,Political stance
1,   omg  hahaha  govtemployeeproblems ,Political stance
1,   magno0524  anong  30  year  pinagsasabi  mo  wag  ngang  tanga   ,Election
2,   hahaha  wawa  nmn  naniniwala  cheater  madumb  kya  tanga  n  lng  kyang  anu  nga  ba  mahihita  inyo  mana  kayo  idol  mong  madumb   ,Political stance
1,   carino  yes  believe  isko  vp  leni  president  vp  isko  cabinet  secretary  maybe  dilg  term  leni  continuity  itong  problem  naten  naun  di  masolve  6  yr  team  together  mukhang  ok  next  12  yr   ,Election
1,   campaign  lacson  also  remember  cement  scandal  culprit  son   ,Government Policies
1,   cannot  run  country  good  u  wont  job  run  duterte  go  bato  et  al  crime  remember  uphold  law  become  president  otherwise  youre  unfit  job   ,Government Policies
1, pretty  sure  announcement  run  president  willl  add  3000  mental  health  point  week  manifesting   ,Election
1, waiting  ruby  specify  leyte  lgu  direct  hand  quote  tweeting  nevertheless  bigger  reach  p  also  tagging  madame  office  honestly  think  reliable  office ,Government Policies
1,   say  idiot  bitter  galit  galit  kay  apparent  reason  woman  better  poon  duterte  look  mirror  roque  mali  nasa  wala  kritiko  mo   ,Political stance
2,   magno0524  marcos  fake  pinapaniwala  mo  kasinungalingan  fake  punta  payatas  pag  bibigyan  mo  50k  pamilya  yung  totoo  photo  ops  lang  ikakampanya  kita  mo  yun   ,Political stance
1, lacson  pacquiao  yorme  positioning  anti  duterteinutil  short  opposition  amp  meant  divide  opposition  dutertards  solid  front  real  opposition  dont  fooled  halalan2022  eleksyon2022 ,Election
1,   magsama  kayo  bobo  dilawan  salot  lipunan ,Political stance
1, tama  even  peer  kind  believe  capable  job  dpat  sya  mag  self  reflection  mag  reality  check  sulok  please   ,Government Policies
1,   locsin  gone  worse  marcos  apologist  said  still  using  latter  infras  jumping  frm  dutertes  sinking  ship  oportunista  prinsipyo  malasakit  bayan  si  teddygirl ,Political stance
1,   papaano  mananalo  kay  bbm  view  nalng  interview  leni  milyon  milyon  sayo  tapos  sasabihin  nyo  kayang  niyo  marcos  dayaan  ulit   ,Government Policies
1,   yes  agree  political  party  getting  presidential  candidate  yet  lol  even  lp  even  trying  offer  candidate  nagpaparinig  waley  ayaw  mag  senator  picky  much   ,Election
1,   ma  ok  yan  tumakbo  silang  sabay  sabay  silang  tatalunin  madam  busy  president   ,Election
1, madam  vp  please  run  dont  want  another  marcos  also  dont  want  settle  lesser  evil  far  three  people  declared  candidacy  trash  isnt  even  choice   ,Election
1, tolongges  ressa  neveragainsadilawan  marcosparin  dutertelegacy  bbmismypresident2022 ,Political stance
1,   yung  feb  magreretire  bbmismypresident2022 ,Political stance
1,   talk  kase  ma  kilala  sya  maghanap  kayo  ibang  maloloko  nyo  bbmismypresident2022 ,Filipino Political News
1, people  made  leni  robredo  trend  thought  majority  bbmismypresident2022 ,Political stance
1, said  tiktok  reliable  truth  told  like  believe  real  sympathy  bbmismypresident2022  bbmikawangpresidentko   ,Election
1, looking  wider  perspective  antidu30s  always  fight  human  right  kuno  realizing  peace  mindanao  du30  term  lakas  makaungol  di  naman  naappreciate  yung  peace  bbmismypresident2022 ,Filipino Political News
1, leni  robredo  credibility  clamoring  wit  true  people  behind  npa  enablers  bbm  bbmismypresident2022 ,President
1, military  president  ferdinand  marcos  administration  di  kayo  nakinig  dilawan  noong  1986  di  bully  china  kasi  best  military  back  ibalik  natin  marcos  bbmismypresident2022   ,Political stance
1, mind  bbm  winning  election  long  leni  robredo  bbmismypresident2022 ,President
1, based  statement  interview  think  brilliance  heart  president  bbmismypresident2022   ,Political stance
1, always  say  enough  administration  enjoying  free  tuition  fee  state  university  bbmismypresident2022 ,Government Policies
1, argue  number  people  victimized  martial  even  give  list  name  bbmismypresident2022 ,Filipino Political News
1, kasi  naman  akala  nalang  pehnk  sakanila  kinahihiya  yarn  bbmismypresident2022 ,Political stance
1, leni  supporter  insisting  want  educate  bbm  supporter  insulting  people  educate  bbmismypresident2022 ,Political stance
1, ayan  si  leni  pink  bbmismypresident2022 ,Political stance
1,   02  boto  mo  pagisipan  mo  kopyahan  tingin  mo  ma  kakayanang  mamuno  bansa  eh  di  opinyon  mo  yan  irerespeto  wag  magsiraan  decided  naman  natin  eh  bbmismypresident2022 ,Political stance
1,   degree  still  idiot  bbmismypresident2022  bbm2022 ,Political stance
1, academic  degree  useless  real  capability  intelligence  showed  action  lenilugaw  lenileadlugawan  bbmismypresident2022  salamatprrd  bbmforpresident ,President
1, vote  wisely  mayor  kuya  kim  cong  kier  baka  namern  kimatienza  kieribanezfr  kuyakimanona  kmjs  bbmismypresident2022   ,Election
1, mo  lugaw  burger  napakagaling  kabataan  active  pagsupota  future  president  good  job  bbmyouthiloilo  macoyburger  bbmismypresident2022   ,Political stance
1, spliced  pala  ha  bobo  lang  talaga  yang  pinknanay  nyo  hindot  bbmismypresident2022 ,Election
1, every  filipino  deserves  better  life  progress  philippine  wag  n  ulit  ulitin  kabulukan  n  subok  garantisadong  maasahan  nwalang  iniisip  kundi  kapakanan  taumbayan  bbmismypresident2022   ,President
1, finish  election  panalo  si  lugaw  goodness  gracious  wala  bang  fact  checker  susko  po  fyi  breast  cancer  awareness  buwan  october  buong  mundo  anakngfuschia  bbmismypresident2022  bbmikawangpresidenteko2022   ,Government Policies
1, leni  say  inspiration  leila  wtf  let  vomit  chileee  pls  vote  wisely  u  wanna  better  future  go  bbm2022  bbmismypresident2022   ,Election
1, yung  wokininams  pinkishit  nagdala  pisti  bbmismypresident2022  bbmikawangpresidenteko2022 ,Political stance
1, never  forget  saf44  neveragainlp  neveragaintodilawan  lenikiko2022  halala2022  bbm  bbmismypresident2022  philippine  part  1   ,President
1,   vision  clear  amp  concrete  marcos  known  futuristic  leader  pang  long  term  project  bansa  higit  ma  nakakabilib  pilipino  bbm2022  rebuildingthenation  bbmismypresident2022   ,Election
1, ayoko  presidente  puro  galit  pambabatikos  paninira  umiiral  presidente  sobrang  mapagpatawad  bastusin  buong  pamilya  nanatiling  mabuti  malinis  parin  hangarin  bansa  bbmismypresident2022 ,Political stance
1, budget  influencer  tiktok  hello  mamaleni  pahingi  naman  15k  jan  bbm  bbmismypresident2022  letlenilead  letlenilead2022   ,President
1, ba  niyo  presidente  hahahaha  letlenilead  bbmismypresident2022 ,Political stance
1,   marcos  rin  yan  sigaw  buong  angkan  marcos  loyalist  edsa  rev  let  make  country  great  ika  uunlad  bayan  disiplina  bbmismypresident2022 ,Election
1,   docus  also  gawa  foriegn  author  ma  reliable  cya  due  neutrality  bbmforpresident2022  bbmismypresident2022 ,President
1,   honestly  nag  simula  anti  marcos  slowly  changed  nung  papano  maglaro  rumi  liberal  compared  kay  bbm  layo  bbm  way  ahead  compared  libs  way  good  bbmismypresident2022 ,Filipino Political News
1, brother  phils  recommended  read  book  article  mr  tiglao  worth  reading  salute  mr  tiglao  bbmismypresident2022 ,Election
1,   ganda  ganda  buhay  eh  naman  yung  said  one  vlogs  pagiging  bulag  paningin  nyo  paniniwalang  magiging  mabuting  lider  taong  ma  gugustuhin  nalang  manatiling  bulag  bbmismypresident2022 ,Political stance
1, sinosoportahan  namen  wag  nyo  naman  sana  quetionin  sinusoportahan  nyo  nga  hndi  pinakelaman  e  bbmismypresident2022 ,Political stance
1, ganun  man  duty  president  isnt  make  law  implement  he  qualified  couz  always  see  sincerity  desire  make  country  better  desire  revenge  unifying  leader  indeed  bbmismypresident2022 ,Election
1, pota  nabuhay  naman  tong  argument  hahahahaha  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Political stance
1, anything  thats  contrary  truth  considered  fraud  bbmismypresident2022 ,Election
1, nagsasabing  magnanakaw  marcos  inyo  credible  source  hinahanap  nyo  mismong  sandigang  bayan  pro  aquinos  nagsabi  sapat  ebidensya  dont  tell  ma  magaling  kapa  korte  bbmismypresident2022 ,President
1,   si  bongbong  kay  marcos  wag  niyo  lang  halungkatin  nakaraan  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Political stance
1, leni  lugaw  bahala  kayo  diyan  hahahaha  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Political stance
1,   kasalan  tatay  kasalanan  anak  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Political stance
1, tapos  online  voting  reaction  atty  gadon  facebook  mapapawow  talaga  result  gising  taumbayan  alam  nyo  kabbm  bbmismypresident2022  bbm2022tomakephilippinesgreatagain   ,President
1, pag  nanalo  si  marcos  hinding  nako  boboto  oo  lang  mahalaga  boto  hinding  ibebenta  ibalikangsiglangpinas  bbmismypresident2022  bbm  bbmako ,Political stance
1,   nga  magets  keep  asking  reference  haha  want  argue  convince  u  change  bet  dont  engage  hahaha  bbmismypresident2022 ,Election
1, im  ab  cbn  fan  big  leni  bongbongmarcosismypresident  bbmikawangpresidenteko  bbmismypresident2022  bbm   ,President
1, iboto  nyo  iboboto  nyo  iboboto  iboboto  bbm2022  bbmismypresident2022  bongbongmarcos  marcosforpresident   ,Political stance
1,   3  daughter  girl  funny  yarn  dilawan  bbmismypresident2022  lenilugaw  letlenileadlugawan ,Political stance
1, cagayan  sasamantalahin  nanaman  kayo  dilawan  kalaban  gobyerno  kunin  n  yo  tulong  kayong  papadala  matatamis  dila  bbmismypresident2022 ,Political stance
1, haha  sana  lang  ipapalit  matino  nasisilaw  pera  pakiusa  lang  bbmismypresident2022 ,Political stance
1,   old  shit  trying  find  people  choosing  bbm  leni  nah  napuyat  katapusang  cycle  always  go  back  parent  bbm  sinusupport  imelda  pfem  parang  meron  kayong  script  bbmismypresident2022 ,President
1, diba  wala  naba  kayong  ibang  naisip  ibato  marcos  wala  ba  kayong  matitibay  ebidensya  duhhhhh  bbmismypresident2022  letlenileave   ,Political stance
1, know  puppet  master  bbmismypresident2022  letlenileave2022   ,Election
1,   kream  care  thread  anyway  digging  past  isisi  mali  administrasyong  fm  kay  bbm  bbmismypresident2022   ,President
1, hahanap  kayo  nagawa  bbmismypresident2022  e  panay  naman  harang  anti  marcos  magawa  e  si  mama  mong  pehnk  di  nafeel  nagawa  nagawa  kuno  whats  worse   ,Political stance
1,   botante  ba  bayaran  lang  haha  dami  nyo  receipt  lately  eh  bbmismypresident2022 ,Political stance
1, ewan  lang  sige  wala  daw  si  bbm  pandemic  gagaling  sana  mag  english  kaso  babaw  utak  bbmismypresident2022 ,President
1, since  know  well  medium  magic  came  believe  eveything  hear  watch  specially  without  solid  proof  proof  3  decade  asan  panay  satsat  bbmismypresident2022 ,Election
1,   although  vote  divided  happens  still  believe  bbm  come  victorious  bbmismypresident2022 ,Election
1, look  who  winning  bbmismypresident2022  thetigerofasiaisalreadyback   ,President
1,   totoo  yaan  natin  mastress  mahb  yung  di  qualified  bumoto  kasi  babata  bbmismypresident2022 ,Political stance
1, never  ask  anyone  respect  decision  bcoz  already  know  answer  story  story  keep  believing  think  truth  handle  stay  side  road  bbmismypresident2022 ,Election
1, naman  napakabriliant  kandidato  find  hilarious  think  theyre  intellectually  superior  role  model  amp  presidential  aspirant  le  madumb  guess  thats  theyve  come  believe  twitterverse  bbmismypresident2022 ,Election
1, pauupuin  yung  5  bbmismypresident2022 ,Political stance
1, binigay  abias  cbn  yung  question  kay  leni  halalan  ta  nirereview  hmmm  bbmforpresident2022  bbmikawangpresidenteko2022  bbmismy  president2022  bbmismypresident2022  bbmforpresident ,President
1,   president  leni  okay  vote  dont  ask  bbm  president  never  educate  vote  salute  hand  give  trust  bbm  respect  mine  respect  ctto  bbmikawangpresidenteko  bbmismypresident2022   ,Election
1, nakikiisa  pag  papalaya  pag  papakita  totoong  mamumuno  bansa  bbm2022  bbmismypresident2022  bbm2022tomakephilippinesgreatagain ,President
