score,text,Topics
1,   ngaw  ngaw  queen   ,Election
2, hahaha  lala  nung  panaginip  nasa  simbahan  daw  katoliko  tapos  si  mama  niyo  nandun  alter  nag  pe  pray  gustong  mag  pray  mean  nothing  church  natawa  lang  talaga   ,Recollection
1,   mam  leni  hear  plea   ,Election
2,   rin  po  sya  tumakbo  tatahimik  rin  nakakapagod  wala  namang  mangyayari  rant  natin  lng  manunuod  balita  alam  nangyayari   ,Election
2,   yorme  diba  manila  mayor  eh  vice  mayor  muna  please  run  vp  muna  better  run  letlenilead ,Recollection
1, 75  speech  1  week  talaga  pinagkakatiwalaan  vp  leni  robredo  rin  letlenilead  dapatsileni   ,Election
1,   im  planning  come  home  february  2022  campaign  vpleni  pag  di  sya  tatakbo  di  uuwi  tatahimik ,Government Policies
1,   korak  lang  sng  kontra  dating  kaalyado  hope  maam  run  well  ofwelectionsupporter ,Government Policies
2, kayang  vp  leni  ibida  tau  international  stage  presidente  si  isko  naman  kayang  linisin  corruption  enforce  disiplina  vice  president  ganun  lang  bayan   ,Recollection
1,   bugok  si  leni  puro  dada   ,Election
2,   opposition  hulabaloo  tearing  rank  apart  highest  incumbent  leader  group  wtf  guy  torn   ,Politican Stance
1,   worth  effort   ,Election
1, isko  pacquio  tuloy  dapatsileni  lang  lang  sapat   ,Election
1,   coroner  confirm  death  dami  mong  alam  utak  mo  laman   ,Filipino Political News
1, natin  pagbabago  samahan  natin  si  leni  natin  pilipino  kaylenitayo  dapatsileni ,Election
2,   magno0524  hala  buhay  nmn  cya  lugaw  nyo  wala  utak  bobo  grabe ,Election
1,   yolanda  victim  waiting ,Filipino Political News
2,   superior  intellectually  morally  ethically  prospective  presidentiables  shes  leader  need  rn  dapatsileni  letlenilead2022  letlenilead ,Election
2,   unfortunately  dami  view  youtube  makakapagsabi  mananalo  nga  ba  sya  malay  mo  naman  kamag  anak  pala  martial  law  victim  kalahati  view  dyan  dba  iyakkk ,Filipino Political News
2,   pakisabi  po  kay  manny  isko  meeting  nyo  pakiusap  taumbayan  magpaubaya  muna  kailangang  bumangon  bayan  kayo  lang  pinagkakatiwalaan  magawa  yun   ,Election
2,   unlike  use  mind  choosing  nation  leader  manner  cant  dictate  people  like  survey  rating  consistently  dismal  knock  sense  reality  check   ,Election
1,   isko  vp  isko  opposition   ,Politican Stance
1, hello  valte   ,Election
1,   si  leni  lugaw ,Election
2,   sana  lang  ginastos  yong  pera  kwentang  dolomite  nakaka  galit  itong  gobyerno  natin  pamumuno  dugyot  presidente   ,Election
2, sige  lang  ilabas  pagka  presidential  ninyo  mag  batuhan  boxing  kayo  dyan  pasencia  tinapay  kape  muna  teamleni  di  po  ba  madam  busypresidente  halalan2022 ,Government Policies
1,   mam  vp  leni  madaming  umaasa  sayo  nasa  laylayan   ,Election
1, rin  dapatsileni  letlenilead2022 ,Election
2, po  kayo  tumakbo  favor  manny  pacquiao  lng  boboto  rin  mangangampanya  think  final  decision   ,Politican Stance
1, takbo  be  wag  mahiya  enirobredo ,Election
1,   happy  aoo  ma  madaming  view  yung  interview  bong  bong  kesa  kay  leni  hehe ,Filipino Political News
1,   make  happen   ,Filipino Political News
2,   assurance  pag  duda  pag  yung  unity  candidate  handang  handa  zizmumsh  fire  handa   ,Politican Stance
1,   carino  president  vice  preside  give  isko  dilg  cab  sec   ,Election
2, pinagpipiliang  presidential  bet  opposition  coalition  1sambayan  2022  election  sina  manila  mayor  isko  moreno  vice  president  leni  robredo  tunaynatabloidista  abantenews   ,Recollection
2, hala  nagreklamo  si  baba  overused  daw  interview  mo  mahal  daw  tf  baba  hahaha  witty  tao  nakakaaliw  presidential  debate   ,Recollection
1,   anuman  ingat   ,Election
2, 2022  election  lang  kundi  po  natin  pagbabago  sama  sama  lakas  leni  lakas  natin  lakas  natin  lakas  leni   ,Government Policies
2, let  imagine  event  jusko  pimentel  love   ,Election
2, deserve  daw  mag  splurge  pag  sale  lazada  shopee   ,Recollection
2, magugulo  mundo  pulitika  nag  sanib  puwersa  blanko  fuckman  bobo  lugaw  pabibo  tolonges  gad  anong  nangyari  bayan  hahaha  putsa  naman  oo   ,Politican Stance
2, pwede  pala  simple  power  pwede  pala  wala  kang  mandato  eh  magkusa  kang  mag  mobilize  tulong  mag  innovate  solution  makipagtulungan  lgu  magambag  program  pandemya  mag  inspire  taumbayan  vp  leni   ,Election
1, paperview  manood  presidential  debate  leni  v  pacquiao   ,Politican Stance
2,   magno0524  tumatakbo  lng  kau  pra  position  pra  dilawan  hndi  pra  bansa  kundi  naupo  admin  ngaun  hndi  mtatapos  un  gnawa  psalamat  kau  wla  kau  msyado  ggawen   ,Government Policies
1,   imho  isko  leni  yan  abangan   ,Election
1,   true  totoong  malasakit  po  naramdaman  tried  e  konsulta  ovp  nung  nagpositive  mother  cancer  patient  got  many  missed  call  kala  city  health  e  konsulta  pala  bilis  made  sure  got  help  needed  thank  vp   ,Politican Stance
1,    ,Election
2, mabagal  daw  yan  nakaupo  e  makakakuha  man  lang  10m  vaccine  september  2021  pinas  inaaway  ch   ,Filipino Political News
2, nakakasawa  pangako  paulit  ulit  parang  awa  nyo   ,Election
2,   pls  mong  idamay  taong  bayan  kayo  lang  kay  leni  kumander  isko  moreno  iilan  lang  naman  kayo  dilawan  tandem  yan   ,Government Policies
1, sana  tumakbo  po  presidente  manifesting   ,Election
1,   magno0524  parang  halohalo   ,Election
1,   interview  ata  dinky  soliman  flash  news   ,Election
2,   yes  president  ok  lang  senyo  trapong  isko  moreno  eta  rosales  biktima  marcos  regime  open  endorso  maka  marcos  trapo  duterte  enabler  asan  consistency  wapakels1smbayan ,Election
1,   magno0524  someone  make  happen   ,Filipino Political News
1,   please  wag  si  isko  mag  independent  kanalang   ,Government Policies
1, talaga  panoorin  v  vp  presidential  debate  kayo  ba  kayang  kalalabasan  debate   ,Politican Stance
1,   di  rin  lang  si  vp  thank  lang ,Politican Stance
1,   geline  opo  vpresident  leni  robredo  2022   ,Election
1,   please  president  vice  president  plz  plz  better  government  2022  pls  help  country  running  2022  election   ,Election
2,   nakakatakot  talagang  kakaharapin  ever  mahirap  matanggal  dumi  yan  basta  basta  di  nga  sya  mukhang  president  kainsulto  rin  ilevel  sya  driver  atsoy  dyan  ma  maayos  tingnan  pakinggan   ,Government Policies
2, kundi  nakikigulo  vaccination  center  lgus  baka  ma  mabilis  pati  schedule  bakuna  ginugulo  mo  makaepal  lang  e  wala  namang  dalang  bakuna  pweh  puro  papicture  tapos  yung  totoong  busy  nagtatrabaho  tinitira  mo  buseeet   ,Politican Stance
1,   galing  tlga  math   ,Recollection
1,   praying  doc  dapatsileni  dapatsileni  letlenilead  lenirobredo ,Election
1,   magno0524  napakatanga  vp  pilipinas  nanaisin  martial  law  kesa  demokrasya  dilawan  hayup ,Filipino Political News
1,   carino  yes  leni  isko  2022  election  isko  vico  2028  election  halalan2022  dapatsileni  letlenilead   ,Government Policies
1,   bobo   ,Election
1,   rene  yes  po  lalaban  bayan  pilipinas   ,Recollection
1,   rene  tuloy  oust  bad  turtle ,Politican Stance
1, naman  nakakakita  pag  asa  kay  sana  wag  mo  biguin  ever  god  given  chance  lead  country   ,Election
1,   much   ,Election
2,   ask  natin  si  bbm  si  pacquaio  si  sara  si  bong  go  isko  etc  anong  rason  pagtakbo  maigi  nang  malinaw  plataporma  pagbabagong  isulong  kilatisin  natin  nung  kapani  paniwala  ba  kakayahan  ba  silang  gampanan  tungkulin   ,Filipino Political News
1,   daddy  much   ,Election
1,   magno0524  pedro  mulat  imulat  mo  mata  mo  wag  tatanga  tanga   ,Election
1,   si  president  lang  talaga  dapatsileni ,Election
2,   also  pray  hope  time  naman  si  yorme  sana  makipag  tandem  muna  sya  vp  leni  pls  make  happen   ,Government Policies
2, found  tweet  way  back  2012  ganito  consistent  besh  yung  thoughtfulness  amp  kindness  nya  nagbago  ganito  yung  pag  mag  eeleksyon  lang  tska  nagbabait  baitan  letlenilead  dapatsileni  2022   ,Filipino Political News
2,   daddy  matagal  nang  alam  si  lang  talaga  susuportahan  president  sya  lang  talaga  kakayahan  puso  lider  bansa  lalo  dapatsileni ,Politican Stance
1, leni  kakasa  pag  binitbit  oposisyon  2022  tunaynatabloidista  tonitenews   ,Election
2,   hello  po  maam  vice  president  good  afternoon  po  get  touch  po  e  konsulta  covid  positive  po  quite  late  knew  expose  po  sakin  family  thank  po  amp  god  bless   ,Election
1,   11  waw  nmn  fafa  dar   ,Election
2,   bashed  thousand  netizens  interview  lang  toni  alam  n  alam  mo  capable  true  leader  lol  dilawan  since  1986  poor  ph  leni  pls  bring  ur  follower  fb  youtube  manny  pacquiao  kimm  chiu   ,Election
1,   sure  hahahah ,Election
2,   yes  di  nmn  namatay  asawa  nyan  tumakbo  yan  tiyak  di  yan  mnanalo  pinas  namatay  asawa  binobutuhan  ung  asawa  hahaha ,Election
1,   hahahaha ,Politican Stance
2,   makinig  kayo  bos  taong  bayan  president  vp  wag  kayo  mag  hiwalay  mag  unite  kayo  matutulad  nuong  2016  kay  sen  mar  grace  poe   ,Government Policies
2, mali  madumb  filipino  allow  another  lp  cohort  reign  marcos  napatunayan  nakkinabang  kyo  much  politics  ngaw  ngaw  saw  saw  sawa  tao  kya  nga  nung  2019  nagparamdam  kmi   ,Government Policies
2, nyo  mala  vico  sotto  pamamahala  buong  pilipinas  pwede  matupad  yang  kaka  sana  natin  pasig  aba  dun  pinakamalapit  inidolo  mayor  vico  pagdating  tapat  pagseserbisyo  kundi  si  letlenilead   ,Filipino Political News
2,   hope  started  earlier  going  run  prez  3  candidate  running  admin  candidate  mahahati  naman  boto  pilipino  scenario  last  time  grace  poe  agree  mar  roxas  conciliation  digong  coz   ,Politican Stance
2,   rene  sobrang  sulit  po  sarap  po  pakiramdam  ambag  pagpapaalis  korupt  gobyerno  ihalal  naninilbihan  bansa   ,Politican Stance
1,   rene  sigurado  namang  sulit  yan   ,Election
1, eleksyon  iboboto  mo  retweet  botante  halalan2022  bongbongmarcos  lenirobredo  mannypacquiao  pinglacson  eleksyon2022 ,Government Policies
2,   ceniza  kapal  mukha  kya  di  magtagumpay  gamit  gamit  kay  marcos  pati  martial  law  huy  patahimikin  mo  matagal  nang  namayapa  miserable  mo  nman  pathetic   ,Election
1,   cheap  cheap  nagmumura  cheat  bawal  bata  lord  nag  si  simba  naman   ,Politican Stance
1,    ,Election
1,   got  lady  job   ,Election
2,   madam  asking  help  po  mother  confined  st  joseph  hospital  balanga  city  due  covid  pneumonia  need  undergo  hemoperfusion  assistance  highly  appreciated   ,Election
1,   nagka  history  pagka  panalo  mo  nandaya  dinaya  mo  si  bbm  nung  2016  historical  yun ,Recollection
1, meron  palang  nabubuong  scenario  v  part  2 ,Election
1,   hahahaha  wala  jud  lain  either  mag  lesser  evil  abstain   ,Election
2, kinumpirma  manila  mayor  isko  moreno  ngayong  lunes  nakipagkita  kina  bise  presidente  leni  robredo  senador  manny  pacquiao  tunaynatabloidista  abantenews   ,Election
1,   yes  indeed  one  u  wear  different  hat  well  said  amp  done  dear  vp  leni  support  2022  presidential  candidacy   ,Filipino Political News
1, yes  offer  u  please  answer  attitude  make  u  hate  much   ,Election
2,   carino  nga  mag  presidente  tatakbo  si  vp  robredo  basehan  ba  nag  decide  siyang  tumakbong  senador  sabagay  pagdating  siguro  filling  coc  magkakaalaman   ,Filipino Political News
1, wait  campaign   ,Filipino Political News
2, leni  dictate  filipino  vote  2022  election  political  opinion  irrelevant  youve  got  credibility  majority  u  voter   ,Election
1, hope  reach  vp  lenirobredo  leni2022 ,Government Policies
1, yes  please  vp  dami  n  clown  n  gus2  president  dont  need  another  clown  need  true  leader   ,Politican Stance
2,   hahaha  strategy  really  worked  especially  last  election  head  lp  concrete  strategy  sen  ping  approached  first  wheres  strategy  uniting  opposition  manny  declared  presidential  bid   ,Politican Stance
1, sana  laging  masarap  ulam  mo  vp   ,Election
2,   shallow  much  energy  spread  hate  whilst  proper  plan  project  executed  focus  naman  trabaho  puro  social  medium   ,Government Policies
1, vp  pls  lang  tumakbo   ,Election
1,    ,Election
2,   siguro  noong  best  president  marcos  social  medium  baka  nyo  naagaw  adminstration  social  medium  kasi  umuubra  pambibilog  nyo  ulo  social  medium  nakikita  tao  tunay  nangyayari   ,Election
1,   enaf  comatose  ata  hahaha   ,Politican Stance
1,   yan  lang  talaga  inaasahan  sana  talaga   ,Election
1,   letlenilead  lenilangwalangiba ,Election
1,   neverforget  neveragain ,Recollection
2, taray  house  raid  si  madame  duterte  saln  catch ,Election
2,   yan  namang  kaso  pamilya  marcos  ibinasura  korte  kawalan  sapat  ebidensya  iiyak  naman  kayo  niyan   ,Government Policies
2,   twilight  umasang  merong  unity  oposisyon  kasi  si  manny  pacquiao  nagdeklara  tatakbo  2022  take  note  sinong  papayag  oposisyon  magiging  standard  bearer  baka  imbes  manalo  baka  lalo  lang  matalo  goodluck  wet  dream   ,Election
2,   dear  m  vp  think  need  dolomite  hope  share  relevant  government  agency  youre  one  last  hope  voice  heard  togetherforthebetterph ,Government Policies
1, manny  pacquiao  running  president  hope  clear  sign  maam  run  position  letlenilead ,Government Policies
1,   president  vp  wag  kayo  mg  hiwalay  maawa  kayo  mag  sama  kayong   ,Government Policies
2,   true  tigas  kasi  ulo  wag  maki  unite  sinabhan  parang  mema  si  leni  interview  nya  kay  karen  davila  nung  iniinterview  sya  dolomite ,Election
2,   hala  merong  asymptomatic  dyan  enclose  naman  yung  venue  u  allow   ,Government Policies
1,   karma  tawag  diyan  bobo  makasalanan  dilawan  kinukuha  lord   ,Election
1,   please  please  make  happen  kayo  lang  pag  asa   ,Government Policies
1,   stay  safe  lagi  eileen  salamat   ,Election
2,   takot  takot  kay  marcos  pinipilit  mong  siraan  subukan  mo  tumakbo  ngayun  tingnan  lang  natin  lung  mananalo  nakadaya  lang  salot  kang  fake  vp  bobo  pede  pangulo   ,Election
2,   fraggle  da  meow  24  anne  zarate  tito  baka  si  roxas  nakaupo  malamang  malaking  poso  negro  manila  bay ,Election
2, honored  proud  work  government  madam  president  dapatsileni ,Recollection
2,   puro  fake  news  nga  lumalabas  medium  dyaryo  radyo  televesions  pakana  nang  aquino  palabasin  masama  marcos  niyo  maloloko  kasaysayang  pilit  niyo  binabaloktot  marcos  maunlad  bansa  natin   ,Election
1,   magno0524  youll  know  reading  script  tambak  favorite  filler   ,Election
2,   besides  naman  talaga  nanalo  noong  2016  talagang  dinaya  niyo  eleksyon  maliit  lang  kalamangan  prrd  kay  mar  malamang  nadaya  niyo  rin  eh  kaso  masyadong  malaki  baka  mahalata  kay  bbm  kayo  bumawi   ,Government Policies
2, possible  duterte  marcos  marcos  duterte  tandem  coming  urung  sulong  drama  really  hope  would  tandem  counter   ,Government Policies
2,   kayong  dilawan  lang  naglagay  history  inyo  lang  umaayon  kabilang  dako  part  marcoses  ayaw  niyong  publish  nagawa  dating  pangulong  marcos  nag  deklara  martial  law  tinatago  niyo  katotohanan   ,Filipino Political News
1,   eugene  shatap  lol ,Politican Stance
1,   yes  based  im  seeing  contact  availed  vps  help  great  experience  im  sure  alagang  alaga  kayo  ovp   ,Government Policies
1,   think  help  parang  extortion  naman  yan   ,Election
1,   omg  sorry  hear  happened  hope  tuloy  tuloy  recovery  niyo  bantayan  maigi  lalo  kapatid  mo   ,Government Policies
2,   good  luck  u  working  simple  life  past  year  wala  100  mindset  simpleng  pamumuhay  way  nagagawa   ,Filipino Political News
1,   ph  tito  finalizing  face  face  class  october  2021   ,Government Policies
1,   eileen  happened  musta  kayo   ,Government Policies
1,   sana  matuloy  kasi  lang  matino  qualified  position  robredomoreno2022 ,Government Policies
2,   true  po  hinohold  po  yung  300  pumila  loob  cinema  dumating  comelec  makapagdistribute  number   ,Recollection
1,   hahaha ,Election
2, looking  contender  shes  one  consistently  good  record  thats  reason  troll  working  doubly  hard  paint  malandi  bobo  shes  none  lenirobredo ,Politican Stance
1,   tama  attitude  torus  im  waiting  run  president   ,Recollection
1,   mema  leni  kang  baba  sekretong  sahog  ba  lugaw  mo  ung  baba  tinutukoy  mo  hahaha   ,Election
1,   last  man  standing  woman   ,Government Policies
1, worked  supply  chain  beforehand  bka  naman  kelangan  pag  aralan  muna  yung  process  easy  challenging  kase   ,Politican Stance
1, yes  make  happen  pls  vp  dapatsilenisko ,Filipino Political News
1,   carino  eh  alam  nag  decide  sya  tatakbo  ulet  senator  ah   ,Filipino Political News
1,   sige  iiyak  mo  lang  yan   ,Election
2,   vote  president  vice  president  please  support  lgbtq  community   ,Election
1,   mantalang  si  vp  napanaginipan  helping  candidacy  president  daw  hehehe  sana  magkatotoo   ,Recollection
2,   sure  mask  cloth  mask  bandana  suffice  highly  contagious  delta  variant  enough  anlaki  laki  kita  nyo  provide   ,Election
2, finally  registered  flight  encourage  fellow  filipino  including  overseas  register  sept  30  let  value  amp  conviction  reflect  view  law  vote  hopeful  amp  excited  vote  vp   ,Filipino Political News
1, tbh  bestie  pls ,Election
1,   ph  please  read  article   ,Election
2,   cannot  force  u  choose  want  leader  gave  chance  fvr  cory  noynoy  nothing  happened  bec  worst  duterte  ive  option  want  leader  like  bbm  period   ,Election
1, lipad  boba  lipad  iahon  mong  nakalibing  sariling  hukay  mong  libingan   ,Election
1, thank  letlenilead   ,Politican Stance
1,   magno0524  baka  ata  tanga  po  punta  kampon  mong  dilawan   ,Election
1,   magno0524  truth   ,Filipino Political News
1,   bobo  spotted   ,Election
2,   hi  saang  sm  po  kayo  nag  register  d2  sm  east  ortigas  1am  lang  pila  3am  cut  start  registration  8am  yung  pasok  cut  loob  lang  daw  mall  mag  start  actual  reg  want  validate  yung  sinasabi  mall  guard  ty   ,Filipino Political News
1,   mam  parang  awa  nyo  po  iligtas  nyo  bansang  pilipinas  tumakbo  po  kayo  president  2022   ,Recollection
1,   mam  leni  talunin  nyo  po  si  sara  duterte  wala  po  syang  kwenta  sana  matalo  po  duterte   ,Election
1,   agree ,Election
2,   x  vp  watch  key  take  away  come  ra  6713  highlight  simple  living  public  official  employee  family  shall  lead  modest  life  appropriate  position  income   ,Filipino Political News
1,   tumpak  pinaasunog  ung  election  return  mindanao  mindanao  palang  malakas  si  bbm  nung  2016 ,Government Policies
1,   nag  recount  nandaya  mama  leni  mo  yun  lang  yun  kapal  kasi  mukha  mama  leni  mo  yuck  bobo  naman  yuck   ,Election
1,   kasing  bobo  mo  isip  isip  naman  dyan ,Election
1,   magno0524  30  year  inuto  cory  buong  dilawan   ,Election
2,   pano  si  isko  moreno  running  mate  mo  inoboto  diyan  magkakasira  sira  pag  meeon  saliwa  magisip  sana  ganon  nung  2016  ganyan  tognan  mo  nangyari  nanalo  yung  manalo   ,Election
2,   provide  proper  mask  driver  partner  madalas  naka  bandana  lang  mukha  andaming  nakakasalumuha  driver  partner  niyo  iatf   ,Election
1,   yes  bossing   ,Election
2,   em  tingin  wala  inodoro  pilipinas  lagay  natu   ,Filipino Political News
2,   hoi  babae  pabayaan  mong  mamili  pilipino  nun  mulat  katotohanan  di  sawa  ninyo  get  mo   ,Election
1, sasabihin  yellowtards  false  data  lol  well  survey  yall  bbmismypresident2022  bbmikawangpresidenteko2022   ,Politican Stance
1, bbm  win  pls  vote  wisely  bbmismypresident2022  bbmsakalam  maharlika   ,Election
1,   bbmismypresident2022  bbmforpresident  bbmsupporters  bongbongmarcosforpresident  bbm  notmine  cttoclaudine  anduyan  paler   ,Election
1, truth  reveal  bbmismypresident2022  bbm2022  watch  full  video   ,Filipino Political News
1, tolongges  ressa  neveragainsadilawan  marcosparin  dutertelegacy  bbmismypresident2022 ,Election
1,   talk  kase  ma  kilala  sya  maghanap  kayo  ibang  maloloko  nyo  bbmismypresident2022 ,Filipino Political News
1, people  made  leni  robredo  trend  thought  majority  bbmismypresident2022 ,Election
1, said  tiktok  reliable  truth  told  like  believe  real  sympathy  bbmismypresident2022  bbmikawangpresidentko   ,Filipino Political News
1,   justin007  allegation  process  sandiganbayan  supreme  court  tiktok  youtube  see  page  information  bbmismypresident2022   ,Election
1, looking  wider  perspective  antidu30s  always  fight  human  right  kuno  realizing  peace  mindanao  du30  term  lakas  makaungol  di  naman  naappreciate  yung  peace  bbmismypresident2022 ,Recollection
1,   bbmforpresident  bbm2022  bbmismypresident2022  bbm2022tomakephilippinesgreatagain ,Filipino Political News
1, leni  robredo  credibility  clamoring  wit  true  people  behind  npa  enablers  bbm  bbmismypresident2022 ,Filipino Political News
1, military  president  ferdinand  marcos  administration  di  kayo  nakinig  dilawan  noong  1986  di  bully  china  kasi  best  military  back  ibalik  natin  marcos  bbmismypresident2022   ,Election
1, mind  bbm  winning  election  long  leni  robredo  bbmismypresident2022 ,Government Policies
1, 3  3  give  trust  bbm  respect  mine  respect  bbmismypresident2022  ccto ,Election
1, better  day  come  kababayan  bbm  sarah  win  bbmismypresident2022 ,Filipino Political News
1, argue  number  people  victimized  martial  even  give  list  name  bbmismypresident2022 ,Filipino Political News
1, kasi  naman  akala  nalang  pehnk  sakanila  kinahihiya  yarn  bbmismypresident2022 ,Election
1, leni  supporter  insisting  want  educate  bbm  supporter  insulting  people  educate  bbmismypresident2022 ,Politican Stance
1,   02  boto  mo  pagisipan  mo  kopyahan  tingin  mo  ma  kakayanang  mamuno  bansa  eh  di  opinyon  mo  yan  irerespeto  wag  magsiraan  decided  naman  natin  eh  bbmismypresident2022 ,Filipino Political News
1,   degree  still  idiot  bbmismypresident2022  bbm2022 ,Election
1, academic  degree  useless  real  capability  intelligence  showed  action  lenilugaw  lenileadlugawan  bbmismypresident2022  salamatprrd  bbmforpresident ,Election
1, vote  wisely  mayor  kuya  kim  cong  kier  baka  namern  kimatienza  kieribanezfr  kuyakimanona  kmjs  bbmismypresident2022   ,Election
1, mo  lugaw  burger  napakagaling  kabataan  active  pagsupota  future  president  good  job  bbmyouthiloilo  macoyburger  bbmismypresident2022   ,Election
1, spliced  pala  ha  bobo  lang  talaga  yang  pinknanay  nyo  hindot  bbmismypresident2022 ,Recollection
1, every  filipino  deserves  better  life  progress  philippine  wag  n  ulit  ulitin  kabulukan  n  subok  garantisadong  maasahan  nwalang  iniisip  kundi  kapakanan  taumbayan  bbmismypresident2022   ,Filipino Political News
1, bbm  lang  sakalam  solid  bbm  way  bbmismypresident2022 ,Filipino Political News
1, leni  say  inspiration  leila  wtf  let  vomit  chileee  pls  vote  wisely  u  wanna  better  future  go  bbm2022  bbmismypresident2022   ,Election
1, yung  wokininams  pinkishit  nagdala  pisti  bbmismypresident2022  bbmikawangpresidenteko2022 ,Election
1, never  forget  saf44  neveragainlp  neveragaintodilawan  lenikiko2022  halala2022  bbm  bbmismypresident2022  philippine  part  1   ,Politican Stance
1,   done  following  po  bbmismypresident2022  bbmikawangpresidenteko  solidbbm  marcosparin  bbm2022 ,Election
1, ayoko  presidente  puro  galit  pambabatikos  paninira  umiiral  presidente  sobrang  mapagpatawad  bastusin  buong  pamilya  nanatiling  mabuti  malinis  parin  hangarin  bansa  bbmismypresident2022 ,Election
1, veritas  vos  liberabit  bbmismypresident2022 ,Election
1, ba  niyo  presidente  hahahaha  letlenilead  bbmismypresident2022 ,Election
1,   marcos  rin  yan  sigaw  buong  angkan  marcos  loyalist  edsa  rev  let  make  country  great  ika  uunlad  bayan  disiplina  bbmismypresident2022 ,Election
1,   ganda  ganda  buhay  eh  naman  yung  said  one  vlogs  pagiging  bulag  paningin  nyo  paniniwalang  magiging  mabuting  lider  taong  ma  gugustuhin  nalang  manatiling  bulag  bbmismypresident2022 ,Election
1, hoping  bbm  become  president  philippine  trust  bring  philippine  back  bbm  bbmismypresident2022  bbm2022 ,Filipino Political News
1,   person  sin  one  die  child  punished  parent  sin  parent  punished  child  sin  ezekiel  18  20  fem  dictator  bbmismypresident2022 ,Filipino Political News
1, ganun  man  duty  president  isnt  make  law  implement  he  qualified  couz  always  see  sincerity  desire  make  country  better  desire  revenge  unifying  leader  indeed  bbmismypresident2022 ,Election
1, yes  alam  namen  si  bbm  nayun  bbmismypresident2022 ,Election
1, pota  nabuhay  naman  tong  argument  hahahahaha  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Election
1, anything  thats  contrary  truth  considered  fraud  bbmismypresident2022 ,Filipino Political News
1, nagsasabing  magnanakaw  marcos  inyo  credible  source  hinahanap  nyo  mismong  sandigang  bayan  pro  aquinos  nagsabi  sapat  ebidensya  dont  tell  ma  magaling  kapa  korte  bbmismypresident2022 ,Recollection
1,   si  bongbong  kay  marcos  wag  niyo  lang  halungkatin  nakaraan  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Election
1, leni  lugaw  bahala  kayo  diyan  hahahaha  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Election
1,   kasalan  tatay  kasalanan  anak  bbm  bbmismypresident2022  bbmismy  president2022  lenirobredo2022  leniforpresident2022  letlenilead2022  dapatsileni  letlenilead  teamleni  teamleni2022  lenikiko2022  runsararun2022  runsararun   ,Election
1, tapos  online  voting  reaction  atty  gadon  facebook  mapapawow  talaga  result  gising  taumbayan  alam  nyo  kabbm  bbmismypresident2022  bbm2022tomakephilippinesgreatagain   ,Filipino Political News
1, pag  nanalo  si  marcos  hinding  nako  boboto  oo  lang  mahalaga  boto  hinding  ibebenta  ibalikangsiglangpinas  bbmismypresident2022  bbm  bbmako ,Election
1,   nga  magets  keep  asking  reference  haha  want  argue  convince  u  change  bet  dont  engage  hahaha  bbmismypresident2022 ,Election
1, im  ab  cbn  fan  big  leni  bongbongmarcosismypresident  bbmikawangpresidenteko  bbmismypresident2022  bbm   ,Filipino Political News
1, bwaaaahaaaahaaa  intelligent  bbmismypresident2022  talagaaaa  kris  aguino  expression   ,Election
1, iboto  nyo  iboboto  nyo  iboboto  iboboto  bbm2022  bbmismypresident2022  bongbongmarcos  marcosforpresident   ,Election
1, cagayan  sasamantalahin  nanaman  kayo  dilawan  kalaban  gobyerno  kunin  n  yo  tulong  kayong  papadala  matatamis  dila  bbmismypresident2022 ,Election
1, yes  yan  salamatprrd  bbmismypresident2022 ,Election
1, haha  sana  lang  ipapalit  matino  nasisilaw  pera  pakiusa  lang  bbmismypresident2022 ,Election
1,   old  shit  trying  find  people  choosing  bbm  leni  nah  napuyat  katapusang  cycle  always  go  back  parent  bbm  sinusupport  imelda  pfem  parang  meron  kayong  script  bbmismypresident2022 ,Filipino Political News
1, diba  wala  naba  kayong  ibang  naisip  ibato  marcos  wala  ba  kayong  matitibay  ebidensya  duhhhhh  bbmismypresident2022  letlenileave   ,Election
1, know  puppet  master  bbmismypresident2022  letlenileave2022   ,Election
1,   kream  care  thread  anyway  digging  past  isisi  mali  administrasyong  fm  kay  bbm  bbmismypresident2022   ,Filipino Political News
1, hahanap  kayo  nagawa  bbmismypresident2022  e  panay  naman  harang  anti  marcos  magawa  e  si  mama  mong  pehnk  di  nafeel  nagawa  nagawa  kuno  whats  worse   ,Election
1,   botante  ba  bayaran  lang  haha  dami  nyo  receipt  lately  eh  bbmismypresident2022 ,Election
1, ewan  lang  sige  wala  daw  si  bbm  pandemic  gagaling  sana  mag  english  kaso  babaw  utak  bbmismypresident2022 ,Filipino Political News
1, since  know  well  medium  magic  came  believe  eveything  hear  watch  specially  without  solid  proof  proof  3  decade  asan  panay  satsat  bbmismypresident2022 ,Election
1,   although  vote  divided  happens  still  believe  bbm  come  victorious  bbmismypresident2022 ,Filipino Political News
